manufacturer,model,version,power(kW),fuel_date,odometer,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note
Volkswagen,Golf,e-Golf,85,15.03.2018,46496,41.0,5.57,Electricity,Winter tires,0,1,0,Moderate,14.8,0,1,69.0,-2.0,
Volkswagen,Golf,e-Golf,85,15.03.2018,46455,86.0,17.23,Electricity,Winter tires,0,1,0,Moderate,15.5,0,1,73.0,-1.3000000000000007,
Volkswagen,Golf,e-Golf,85,14.03.2018,46369,57.0,9.17,Electricity,Winter tires,0,1,0,Moderate,14.2,0,1,67.0,-2.6000000000000014,
Volkswagen,Golf,e-Golf,85,14.03.2018,46312,41.0,4.89,Electricity,Winter tires,0,1,0,Moderate,14.1,0,1,73.0,-2.700000000000001,
Volkswagen,Golf,e-Golf,85,14.03.2018,46271,47.0,17.44,Electricity,Winter tires,0,1,0,Moderate,14.0,0,1,69.0,-2.8000000000000007,
Volkswagen,Golf,e-Golf,85,14.03.2018,46224,46.0,5.12,Electricity,Winter tires,0,1,0,Moderate,14.6,0,0,77.0,-2.200000000000001,
Volkswagen,Golf,e-Golf,85,13.03.2018,46178,91.0,9.58,Electricity,Winter tires,0,1,0,Moderate,14.5,0,1,62.0,-2.3000000000000007,
Volkswagen,Golf,e-Golf,85,13.03.2018,46087,47.0,17.21,Electricity,Winter tires,0,1,0,Moderate,13.7,0,1,66.0,-3.1000000000000014,
Volkswagen,Golf,e-Golf,85,13.03.2018,46040,47.0,3.8,Electricity,Winter tires,0,1,0,Moderate,14.8,0,1,73.0,-2.0,
Volkswagen,Golf,e-Golf,85,12.03.2018,45993,98.0,9.02,Electricity,Winter tires,0,1,0,Moderate,14.1,0,0,66.0,-2.700000000000001,
Volkswagen,Golf,e-Golf,85,12.03.2018,45895,87.0,14.66,Electricity,Winter tires,0,1,0,Moderate,14.0,0,1,70.0,-2.8000000000000007,
Volkswagen,Golf,e-Golf,85,11.03.2018,45808,53.0,17.69,Electricity,Winter tires,0,0,1,Moderate,16.9,0,1,49.0,0.09999999999999787,
Volkswagen,Golf,e-Golf,85,10.03.2018,45755,41.0,2.06,Electricity,Winter tires,0,0,1,Moderate,16.9,0,1,49.0,0.09999999999999787,
Volkswagen,Golf,e-Golf,85,10.03.2018,45714,39.0,9.81,Electricity,Winter tires,0,0,1,Moderate,17.5,0,1,65.0,0.6999999999999993,
Volkswagen,Golf,e-Golf,85,09.03.2018,45675,85.0,14.85,Electricity,Winter tires,0,1,1,Moderate,14.7,0,1,68.0,-2.1000000000000014,
Volkswagen,Golf,e-Golf,85,09.03.2018,45590,41.0,7.21,Electricity,Winter tires,0,1,0,Moderate,14.6,0,1,74.0,-2.200000000000001,
Volkswagen,Golf,e-Golf,85,09.03.2018,45549,86.0,16.58,Electricity,Winter tires,0,1,0,Moderate,15.5,0,1,76.0,-1.3000000000000007,
Volkswagen,Golf,e-Golf,85,08.03.2018,45463,47.0,8.26,Electricity,Winter tires,0,1,0,Moderate,13.1,0,1,73.0,-3.700000000000001,
Volkswagen,Golf,e-Golf,85,08.03.2018,45416,41.0,2.01,Electricity,Winter tires,0,1,0,Moderate,13.0,0,1,68.0,-3.8000000000000007,
Volkswagen,Golf,e-Golf,85,08.03.2018,45375,45.0,16.37,Electricity,Winter tires,0,1,0,Moderate,15.2,0,1,74.0,-1.6000000000000014,
Volkswagen,Golf,e-Golf,85,08.03.2018,45330,78.0,9.09,Electricity,Winter tires,0,1,1,Moderate,16.8,0,1,67.0,0.0,
Volkswagen,Golf,e-Golf,85,07.03.2018,45252,49.0,10.23,Electricity,Winter tires,0,0,1,Moderate,17.3,0,1,54.0,0.5,
Volkswagen,Golf,e-Golf,85,07.03.2018,45203,32.0,7.63,Electricity,Winter tires,0,0,1,Moderate,17.4,0,1,64.0,0.5999999999999979,
Volkswagen,Golf,e-Golf,85,07.03.2018,45171,47.0,3.87,Electricity,Winter tires,0,1,0,Moderate,15.3,0,1,73.0,-1.5,
Volkswagen,Golf,e-Golf,85,07.03.2018,45124,41.0,3.75,Electricity,Winter tires,0,1,0,Moderate,14.9,0,1,71.0,-1.9000000000000004,
Volkswagen,Golf,e-Golf,85,07.03.2018,45083,88.0,16.71,Electricity,Winter tires,0,1,0,Moderate,15.7,0,1,76.0,-1.1000000000000014,
Volkswagen,Golf,e-Golf,85,06.03.2018,44995,90.0,19.93,Electricity,Winter tires,0,1,0,Fast,16.7,0,1,79.0,-0.10000000000000142,
Volkswagen,Golf,e-Golf,85,05.03.2018,44905,87.0,16.95,Electricity,Winter tires,0,1,0,Moderate,15.1,0,1,58.0,-1.700000000000001,
Volkswagen,Golf,e-Golf,85,04.03.2018,44818,82.0,13.21,Electricity,Winter tires,0,0,1,Fast,18.4,0,1,51.0,1.5999999999999979,
Volkswagen,Golf,e-Golf,85,03.03.2018,44736,93.0,17.11,Electricity,Winter tires,0,1,0,Normal,16.0,0,1,64.0,-0.8000000000000007,
Volkswagen,Golf,e-Golf,85,02.03.2018,44643,87.0,17.53,Electricity,Winter tires,0,1,0,Normal,17.5,0,1,72.0,0.6999999999999993,
Volkswagen,Golf,e-Golf,85,01.03.2018,44556,88.0,16.55,Electricity,Winter tires,0,1,0,Normal,16.7,0,1,64.0,-0.10000000000000142,
Volkswagen,Golf,e-Golf,85,01.03.2018,44468,87.0,17.05,Electricity,Winter tires,0,1,0,Normal,16.2,0,1,68.0,-0.6000000000000014,
Volkswagen,Golf,e-Golf,85,28.02.2018,44381,87.0,13.58,Electricity,Winter tires,0,1,0,Normal,17.4,0,1,71.0,0.5999999999999979,
Volkswagen,Golf,e-Golf,85,28.02.2018,44294,2.0,5.66,Electricity,Winter tires,1,0,0,Normal,15.7,0,1,10.0,-1.1000000000000014,
Volkswagen,Golf,e-Golf,85,28.02.2018,44292,87.0,13.36,Electricity,Winter tires,0,1,0,Normal,17.7,0,1,70.0,0.8999999999999986,
Volkswagen,Golf,e-Golf,85,27.02.2018,44205,87.0,17.19,Electricity,Winter tires,0,1,0,Normal,15.7,0,1,72.0,-1.1000000000000014,
Volkswagen,Golf,e-Golf,85,27.02.2018,44118,87.0,15.44,Electricity,Winter tires,0,1,0,Normal,16.4,0,1,39.0,-0.40000000000000213,
Volkswagen,Golf,e-Golf,85,26.02.2018,44031,88.0,15.81,Electricity,Winter tires,0,1,0,Normal,16.3,0,1,68.0,-0.5,
Volkswagen,Golf,e-Golf,85,26.02.2018,43943,5.0,6.59,Electricity,Winter tires,1,0,0,Normal,18.6,0,1,11.0,1.8000000000000007,
Volkswagen,Golf,e-Golf,85,26.02.2018,43938,92.0,11.2,Electricity,Winter tires,0,1,1,Normal,17.1,0,1,40.0,0.3000000000000007,
Volkswagen,Golf,e-Golf,85,24.02.2018,43846,40.0,16.18,Electricity,Winter tires,0,0,1,Normal,16.8,0,1,55.0,0.0,
Volkswagen,Golf,e-Golf,85,24.02.2018,43806,40.0,0.86,Electricity,Winter tires,0,0,1,Normal,16.3,0,1,49.0,-0.5,
Volkswagen,Golf,e-Golf,85,23.02.2018,43766,88.0,13.95,Electricity,Winter tires,0,1,0,Fast,17.8,0,1,79.0,1.0,
Volkswagen,Golf,e-Golf,85,23.02.2018,43678,86.0,17.21,Electricity,Winter tires,0,1,0,Normal,16.0,0,1,82.0,-0.8000000000000007,
Volkswagen,Golf,e-Golf,85,23.02.2018,43592,1.0,8.74,Electricity,Winter tires,0,1,0,Normal,28.7,0,1,23.0,11.899999999999999,
Volkswagen,Golf,e-Golf,85,22.02.2018,43591,87.0,5.21,Electricity,Winter tires,0,1,0,Normal,17.5,0,1,86.0,0.6999999999999993,
Volkswagen,Golf,e-Golf,85,22.02.2018,43504,87.0,16.86,Electricity,Winter tires,0,1,0,Moderate,15.4,0,1,71.0,-1.4000000000000004,
Volkswagen,Golf,e-Golf,85,21.02.2018,43417,91.0,16.18,Electricity,Winter tires,0,1,0,Fast,17.4,0,1,87.0,0.5999999999999979,
Volkswagen,Golf,e-Golf,85,21.02.2018,43326,87.0,16.95,Electricity,Winter tires,0,1,0,Moderate,15.7,0,1,67.0,-1.1000000000000014,
Volkswagen,Golf,e-Golf,85,20.02.2018,43239,19.0,10.23,Electricity,Winter tires,1,0,1,Moderate,17.5,0,1,52.0,0.6999999999999993,
Volkswagen,Golf,e-Golf,85,20.02.2018,43220,19.0,0.8,Electricity,Winter tires,1,0,1,Moderate,15.4,0,1,47.0,-1.4000000000000004,
Volkswagen,Golf,e-Golf,85,20.02.2018,43201,87.0,10.6,Electricity,Winter tires,0,1,0,Moderate,14.1,0,1,74.0,-2.700000000000001,
Volkswagen,Golf,e-Golf,85,20.02.2018,43114,91.0,14.47,Electricity,Winter tires,0,1,0,Moderate,13.9,0,1,58.0,-2.9000000000000004,
Volkswagen,Golf,e-Golf,85,19.02.2018,43023,87.0,8.93,Electricity,Winter tires,0,1,0,Moderate,14.0,0,1,76.0,-2.8000000000000007,
Volkswagen,Golf,e-Golf,85,19.02.2018,42936,88.0,16.58,Electricity,Winter tires,0,1,0,Moderate,15.4,0,1,71.0,-1.4000000000000004,
Volkswagen,Golf,e-Golf,85,18.02.2018,42848,74.0,16.18,Electricity,Winter tires,1,0,1,Moderate,15.6,0,1,60.0,-1.200000000000001,
Volkswagen,Golf,e-Golf,85,17.02.2018,42768,96.0,14.32,Electricity,Winter tires,0,1,0,Moderate,16.1,0,1,68.0,-0.6999999999999993,
Volkswagen,Golf,e-Golf,85,16.02.2018,42672,87.0,16.9,Electricity,Winter tires,0,1,0,Moderate,15.8,0,1,74.0,-1.0,
Volkswagen,Golf,e-Golf,85,16.02.2018,42585,80.0,11.9,Electricity,Winter tires,0,1,1,Fast,16.9,0,1,54.0,0.09999999999999787,
Volkswagen,Golf,e-Golf,85,15.02.2018,42505,87.0,15.25,Electricity,Winter tires,0,1,0,Fast,17.3,0,1,81.0,0.5,
Volkswagen,Golf,e-Golf,85,15.02.2018,42418,87.0,17.49,Electricity,Winter tires,0,1,0,Moderate,16.1,0,1,75.0,-0.6999999999999993,
Volkswagen,Golf,e-Golf,85,14.02.2018,42331,87.0,16.92,Electricity,Winter tires,0,1,0,Moderate,16.5,0,1,87.0,-0.3000000000000007,
Volkswagen,Golf,e-Golf,85,14.02.2018,42244,88.0,16.04,Electricity,Winter tires,0,1,0,Moderate,16.7,0,1,67.0,-0.10000000000000142,
Volkswagen,Golf,e-Golf,85,13.02.2018,42156,93.0,15.44,Electricity,Winter tires,0,1,0,Moderate,17.2,0,1,66.0,0.3999999999999986,
Volkswagen,Golf,e-Golf,85,13.02.2018,42063,87.0,17.04,Electricity,Winter tires,0,1,0,Moderate,16.7,0,1,65.0,-0.10000000000000142,
Volkswagen,Golf,e-Golf,85,12.02.2018,41976,87.0,15.25,Electricity,Winter tires,0,1,0,Normal,16.7,0,1,86.0,-0.10000000000000142,
Volkswagen,Golf,e-Golf,85,12.02.2018,41889,87.0,17.1,Electricity,Winter tires,0,1,0,Moderate,16.6,0,1,63.0,-0.1999999999999993,
Volkswagen,Golf,e-Golf,85,11.02.2018,41802,93.0,17.11,Electricity,Winter tires,0,1,0,Moderate,18.1,0,1,63.0,1.3000000000000007,
Volkswagen,Golf,e-Golf,85,09.02.2018,41709,87.0,17.16,Electricity,Winter tires,0,1,0,Moderate,18.3,0,1,40.0,1.5,
Volkswagen,Golf,e-Golf,85,09.02.2018,41622,87.0,15.62,Electricity,Winter tires,0,1,0,Moderate,15.3,0,1,72.0,-1.5,
Volkswagen,Golf,e-Golf,85,08.02.2018,41535,87.0,17.55,Electricity,Winter tires,0,1,0,Moderate,16.2,0,1,69.0,-0.6000000000000014,
Volkswagen,Golf,e-Golf,85,07.02.2018,41448,48.0,14.88,Electricity,Winter tires,0,1,0,Moderate,17.79,0,1,17.0,0.9899999999999984,
Volkswagen,Golf,e-Golf,85,07.02.2018,41400,48.0,2.17,Electricity,Winter tires,0,1,0,Moderate,15.6,0,1,50.0,-1.200000000000001,
Volkswagen,Golf,e-Golf,85,07.02.2018,41352,87.0,11.04,Electricity,Winter tires,0,1,0,Moderate,15.8,0,1,71.0,-1.0,
Volkswagen,Golf,e-Golf,85,06.02.2018,41265,87.0,13.76,Electricity,Winter tires,0,1,0,Moderate,15.0,0,1,80.0,-1.8000000000000007,
Volkswagen,Golf,e-Golf,85,06.02.2018,41178,88.0,17.77,Electricity,Winter tires,0,1,0,Moderate,16.1,0,1,69.0,-0.6999999999999993,
Volkswagen,Golf,e-Golf,85,05.02.2018,41090,88.0,12.46,Electricity,Winter tires,0,1,0,Moderate,14.6,0,1,75.0,-2.200000000000001,
Volkswagen,Golf,e-Golf,85,05.02.2018,41002,87.0,17.26,Electricity,Winter tires,0,1,0,Moderate,15.0,0,1,66.0,-1.8000000000000007,
Volkswagen,Golf,e-Golf,85,05.02.2018,40915,4.0,4.65,Electricity,Winter tires,1,0,0,Moderate,21.8,0,1,22.0,5.0,
Volkswagen,Golf,e-Golf,85,04.02.2018,40911,86.0,9.3,Electricity,Winter tires,0,1,1,Moderate,15.9,0,1,80.0,-0.9000000000000004,
Volkswagen,Golf,e-Golf,85,04.02.2018,40825,47.0,6.32,Electricity,Winter tires,0,0,1,Moderate,17.6,0,1,60.0,0.8000000000000007,
Volkswagen,Golf,e-Golf,85,04.02.2018,40778,32.0,14.59,Electricity,Winter tires,0,0,1,Moderate,19.3,0,1,79.0,2.5,
Volkswagen,Golf,e-Golf,85,04.02.2018,40746,86.0,6.35,Electricity,Winter tires,0,1,0,Moderate,17.3,0,1,67.0,0.5,
Volkswagen,Golf,e-Golf,85,03.02.2018,40660,53.0,16.37,Electricity,Winter tires,0,1,0,Moderate,18.5,0,1,73.0,1.6999999999999993,
Volkswagen,Golf,e-Golf,85,03.02.2018,40607,60.0,8.04,Electricity,Winter tires,0,1,0,Moderate,15.7,0,1,60.0,-1.1000000000000014,
Volkswagen,Golf,e-Golf,85,02.02.2018,40547,90.0,12.28,Electricity,Winter tires,0,1,0,Moderate,73.0,0,1,16.5,56.2,
Volkswagen,Golf,e-Golf,85,02.02.2018,40457,86.0,17.64,Electricity,Winter tires,0,1,0,Moderate,14.8,0,1,72.0,-2.0,
Volkswagen,Golf,e-Golf,85,02.02.2018,40371,88.0,10.04,Electricity,Winter tires,0,1,0,Moderate,14.4,0,1,65.0,-2.4000000000000004,
Volkswagen,Golf,e-Golf,85,01.02.2018,40283,42.0,16.22,Electricity,Winter tires,0,1,0,Moderate,14.3,0,1,60.0,-2.5,
Volkswagen,Golf,e-Golf,85,01.02.2018,40241,77.0,8.28,Electricity,Winter tires,0,1,1,Moderate,16.6,0,1,52.0,-0.1999999999999993,
Volkswagen,Golf,e-Golf,85,31.01.2018,40164,118.0,14.69,Electricity,Winter tires,0,1,0,Moderate,14.3,0,1,59.0,-2.5,
Volkswagen,Golf,e-Golf,85,31.01.2018,40046,88.0,16.56,Electricity,Winter tires,0,1,0,Moderate,15.5,0,1,70.0,-1.3000000000000007,
Volkswagen,Golf,e-Golf,85,30.01.2018,39958,5.0,3.05,Electricity,Winter tires,0,1,0,Moderate,16.7,0,1,22.0,-0.10000000000000142,
Volkswagen,Golf,e-Golf,85,30.01.2018,39953,87.0,10.97,Electricity,Winter tires,0,1,0,Moderate,14.0,0,1,77.0,-2.8000000000000007,
Volkswagen,Golf,e-Golf,85,30.01.2018,39866,87.0,17.2,Electricity,Winter tires,0,1,0,Moderate,15.2,0,1,66.0,-1.6000000000000014,
Volkswagen,Golf,e-Golf,85,29.01.2018,39779,20.0,11.35,Electricity,Winter tires,1,0,1,Moderate,16.1,0,1,42.0,-0.6999999999999993,
Volkswagen,Golf,e-Golf,85,29.01.2018,39759,88.0,5.95,Electricity,Winter tires,0,1,0,Moderate,17.5,0,1,74.0,0.6999999999999993,
Volkswagen,Golf,e-Golf,85,29.01.2018,39671,87.0,16.91,Electricity,Winter tires,0,1,0,Moderate,15.1,0,1,62.0,-1.700000000000001,
Volkswagen,Golf,e-Golf,85,28.01.2018,39584,82.0,15.25,Electricity,Winter tires,0,1,0,Moderate,16.2,0,1,53.0,-0.6000000000000014,
Volkswagen,Golf,e-Golf,85,28.01.2018,39502,18.0,5.39,Electricity,Winter tires,0,1,0,Moderate,17.3,0,1,58.0,0.5,
Volkswagen,Golf,e-Golf,85,27.01.2018,39484,1.0,1.25,Electricity,Winter tires,1,0,0,Moderate,19.1,0,1,10.0,2.3000000000000007,
Volkswagen,Golf,e-Golf,85,27.01.2018,39483,20.0,1.72,Electricity,Winter tires,0,1,0,Moderate,17.5,0,1,56.0,0.6999999999999993,
Volkswagen,Golf,e-Golf,85,27.01.2018,39463,113.0,13.21,Electricity,Winter tires,0,1,0,Moderate,14.6,0,1,63.0,-2.200000000000001,
Volkswagen,Golf,e-Golf,85,26.01.2018,39350,88.0,17.52,Electricity,Winter tires,0,1,0,Moderate,14.6,0,1,74.0,-2.200000000000001,
Volkswagen,Golf,e-Golf,85,26.01.2018,39262,87.0,12.61,Electricity,Winter tires,0,1,0,Fast,16.8,0,1,68.0,0.0,
Volkswagen,Golf,e-Golf,85,25.01.2018,39175,40.0,16.63,Electricity,Winter tires,0,1,0,Moderate,13.9,0,1,56.0,-2.9000000000000004,
Volkswagen,Golf,e-Golf,85,25.01.2018,39135,48.0,6.81,Electricity,Winter tires,0,1,0,Moderate,15.6,0,1,70.0,-1.200000000000001,
Volkswagen,Golf,e-Golf,85,24.01.2018,39087,90.0,4.72,Electricity,Winter tires,0,1,0,Moderate,12.8,0,1,66.0,-4.0,
Volkswagen,Golf,e-Golf,85,24.01.2018,38997,93.0,16.68,Electricity,Winter tires,0,1,0,Moderate,14.2,0,1,68.0,-2.6000000000000014,
Volkswagen,Golf,e-Golf,85,23.01.2018,38904,75.0,13.21,Electricity,Winter tires,0,0,1,Moderate,17.3,0,1,64.0,0.5,
Volkswagen,Golf,e-Golf,85,23.01.2018,38829,87.0,11.35,Electricity,Winter tires,0,1,0,Moderate,13.2,0,1,87.0,-3.6000000000000014,
Volkswagen,Golf,e-Golf,85,23.01.2018,38742,88.0,17.11,Electricity,Winter tires,0,1,0,Moderate,16.1,0,1,62.0,-0.6999999999999993,
Volkswagen,Golf,e-Golf,85,22.01.2018,38654,87.0,12.28,Electricity,Winter tires,0,1,0,Moderate,15.4,0,1,76.0,-1.4000000000000004,
Volkswagen,Golf,e-Golf,85,22.01.2018,38567,40.0,16.74,Electricity,Winter tires,0,1,0,Moderate,14.6,0,1,45.0,-2.200000000000001,
Volkswagen,Golf,e-Golf,85,22.01.2018,38527,45.0,5.36,Electricity,Winter tires,0,1,0,Moderate,17.3,0,1,80.0,0.5,
Volkswagen,Golf,e-Golf,85,22.01.2018,38482,3.0,2.23,Electricity,Winter tires,1,0,0,Moderate,30.8,0,1,19.0,14.0,
Volkswagen,Golf,e-Golf,85,20.01.2018,38479,10.0,2.6,Electricity,Winter tires,1,0,0,Moderate,26.9,0,1,18.0,10.099999999999998,
Volkswagen,Golf,e-Golf,85,19.01.2018,38469,43.0,3.91,Electricity,Winter tires,0,1,0,Moderate,18.2,0,1,45.0,1.3999999999999986,
Volkswagen,Golf,e-Golf,85,19.01.2018,38426,84.0,10.39,Electricity,Winter tires,0,1,0,Moderate,16.5,0,1,62.0,-0.3000000000000007,
Volkswagen,Golf,e-Golf,85,18.01.2018,38342,87.0,16.18,Electricity,Winter tires,0,1,0,Moderate,16.6,0,1,42.0,-0.1999999999999993,
Volkswagen,Golf,e-Golf,85,18.01.2018,38255,87.0,17.14,Electricity,Winter tires,0,1,0,Moderate,15.3,0,1,64.0,-1.5,
Volkswagen,Golf,e-Golf,85,17.01.2018,38168,44.0,8.93,Electricity,Winter tires,0,1,0,Moderate,17.2,0,1,44.0,0.3999999999999986,
Volkswagen,Golf,e-Golf,85,16.01.2018,38124,87.0,12.09,Electricity,Winter tires,0,1,0,Moderate,16.5,0,1,78.0,-0.3000000000000007,
Volkswagen,Golf,e-Golf,85,16.01.2018,38037,87.0,17.44,Electricity,Winter tires,0,1,0,Moderate,15.0,0,1,65.0,-1.8000000000000007,
Volkswagen,Golf,e-Golf,85,15.01.2018,37950,87.0,10.79,Electricity,Winter tires,0,1,0,Moderate,13.9,0,1,75.0,-2.9000000000000004,
Volkswagen,Golf,e-Golf,85,15.01.2018,37863,89.0,17.04,Electricity,Winter tires,0,1,0,Moderate,16.9,0,1,52.0,0.09999999999999787,
Volkswagen,Golf,e-Golf,85,14.01.2018,37774,56.0,15.33,Electricity,Winter tires,0,0,1,Moderate,19.0,0,1,60.0,2.1999999999999993,
Volkswagen,Golf,e-Golf,85,13.01.2018,37718,2.0,4.09,Electricity,Winter tires,1,0,0,Moderate,25.0,0,1,20.0,8.2,
Volkswagen,Golf,e-Golf,85,13.01.2018,37716,46.0,5.39,Electricity,Winter tires,0,1,0,Moderate,17.2,0,1,43.0,0.3999999999999986,
Volkswagen,Golf,e-Golf,85,12.01.2018,37670,87.0,9.11,Electricity,Winter tires,0,1,0,Moderate,16.4,0,1,69.0,-0.40000000000000213,
Volkswagen,Golf,e-Golf,85,12.01.2018,37583,88.0,16.6,Electricity,Winter tires,0,1,0,Moderate,15.3,0,1,70.0,-1.5,
Volkswagen,Golf,e-Golf,85,12.01.2018,37495,89.0,13.95,Electricity,Winter tires,0,1,0,Moderate,15.8,0,1,66.0,-1.0,
Volkswagen,Golf,e-Golf,85,11.01.2018,37406,88.0,17.54,Electricity,Winter tires,0,1,0,Moderate,14.6,0,1,74.0,-2.200000000000001,
Volkswagen,Golf,e-Golf,85,10.01.2018,37318,99.0,14.14,Electricity,Winter tires,0,1,0,Moderate,15.4,0,1,77.0,-1.4000000000000004,
Volkswagen,Golf,e-Golf,85,10.01.2018,37219,87.0,17.43,Electricity,Winter tires,0,1,0,Moderate,15.4,0,1,65.0,-1.4000000000000004,
Volkswagen,Golf,e-Golf,85,09.01.2018,37132,32.0,5.39,Electricity,Winter tires,0,0,1,Moderate,16.5,0,1,74.0,-0.3000000000000007,
Volkswagen,Golf,e-Golf,85,09.01.2018,37100,116.0,14.88,Electricity,Winter tires,0,1,0,Moderate,13.6,0,1,62.0,-3.200000000000001,
Volkswagen,Golf,e-Golf,85,09.01.2018,36984,88.0,17.14,Electricity,Winter tires,0,1,0,Moderate,15.6,0,1,68.0,-1.200000000000001,
Volkswagen,Golf,e-Golf,85,08.01.2018,36896,88.0,15.25,Electricity,Winter tires,0,1,0,Moderate,15.6,0,1,71.0,-1.200000000000001,
Volkswagen,Golf,e-Golf,85,08.01.2018,36808,88.0,16.66,Electricity,Winter tires,0,1,0,Moderate,17.5,0,1,51.0,0.6999999999999993,
Volkswagen,Golf,e-Golf,85,07.01.2018,36720,59.0,12.09,Electricity,Winter tires,0,0,1,Normal,17.8,0,1,63.0,1.0,
Volkswagen,Golf,e-Golf,85,06.01.2018,36661,38.0,10.79,Electricity,Winter tires,0,0,1,Normal,15.9,0,1,61.0,-0.9000000000000004,
Volkswagen,Golf,e-Golf,85,06.01.2018,36623,8.0,2.23,Electricity,Winter tires,1,0,0,Normal,16.4,0,1,28.0,-0.40000000000000213,
Volkswagen,Golf,e-Golf,85,06.01.2018,36615,33.0,5.39,Electricity,Winter tires,0,0,1,Normal,17.8,0,1,65.0,1.0,
Volkswagen,Golf,e-Golf,85,05.01.2018,36582,95.0,6.7,Electricity,Winter tires,0,1,0,Normal,14.8,0,1,70.0,-2.0,
Volkswagen,Golf,e-Golf,85,05.01.2018,36487,87.0,17.61,Electricity,Winter tires,0,1,0,Moderate,16.5,0,1,74.0,-0.3000000000000007,
Volkswagen,Golf,e-Golf,85,04.01.2018,36400,89.0,12.83,Electricity,Winter tires,0,1,0,Moderate,14.3,0,1,70.0,-2.5,
Volkswagen,Golf,e-Golf,85,04.01.2018,36311,88.0,16.95,Electricity,Winter tires,0,1,0,Moderate,15.5,0,1,73.0,-1.3000000000000007,
Volkswagen,Golf,e-Golf,85,03.01.2018,36223,87.0,13.39,Electricity,Winter tires,0,1,0,Moderate,14.2,0,1,70.0,-2.6000000000000014,
Volkswagen,Golf,e-Golf,85,03.01.2018,36136,90.0,16.68,Electricity,Winter tires,0,1,0,Moderate,17.6,0,1,73.0,0.8000000000000007,
Volkswagen,Golf,e-Golf,85,02.01.2018,36046,36.0,10.79,Electricity,Winter tires,0,0,1,Moderate,15.7,0,1,62.0,-1.1000000000000014,
Volkswagen,Golf,e-Golf,85,02.01.2018,36010,37.0,3.44,Electricity,Winter tires,0,0,1,Moderate,14.7,0,1,58.0,-2.1000000000000014,
Volkswagen,Golf,e-Golf,85,02.01.2018,35973,87.0,13.21,Electricity,Winter tires,0,0,1,Moderate,14.5,0,1,67.0,-2.3000000000000007,
Volkswagen,Golf,e-Golf,85,02.01.2018,35886,88.0,13.0,Electricity,Winter tires,0,0,1,Moderate,15.2,0,1,69.0,-1.6000000000000014,
Volkswagen,Golf,e-Golf,85,01.01.2018,35798,35.0,12.23,Electricity,Winter tires,0,0,1,Moderate,16.7,0,1,63.0,-0.10000000000000142,
Volkswagen,Golf,e-Golf,85,31.12.2017,35763,87.0,7.63,Electricity,Winter tires,0,0,1,Moderate,16.2,0,1,57.0,-0.6000000000000014,
Volkswagen,Golf,e-Golf,85,29.12.2017,35676,81.0,15.07,Electricity,Winter tires,0,0,1,Moderate,17.1,0,1,56.0,0.3000000000000007,
Volkswagen,Golf,e-Golf,85,28.12.2017,35595,10.0,11.9,Electricity,Winter tires,0,0,1,Moderate,19.5,0,1,25.0,2.6999999999999993,
Volkswagen,Golf,e-Golf,85,28.12.2017,35585,37.0,1.72,Electricity,Winter tires,0,0,1,Moderate,15.1,0,1,63.0,-1.700000000000001,
Volkswagen,Golf,e-Golf,85,28.12.2017,35548,81.0,5.39,Electricity,Winter tires,0,0,1,Moderate,15.3,0,1,53.0,-1.5,
Volkswagen,Golf,e-Golf,85,28.12.2017,35467,21.0,2.65,Electricity,Winter tires,0,0,1,Moderate,14.2,0,1,44.0,-2.6000000000000014,
Volkswagen,Golf,e-Golf,85,28.12.2017,35446,114.0,16.19,Electricity,Winter tires,0,0,1,Moderate,14.2,0,1,56.0,-2.6000000000000014,
Volkswagen,Golf,e-Golf,85,26.12.2017,35332,79.0,13.41,Electricity,Winter tires,0,0,1,Moderate,15.4,0,1,67.0,-1.4000000000000004,
Volkswagen,Golf,e-Golf,85,25.12.2017,35253,32.0,2.6,Electricity,Winter tires,0,0,1,Moderate,14.1,0,1,68.0,-2.700000000000001,
Volkswagen,Golf,e-Golf,85,25.12.2017,35221,36.0,14.88,Electricity,Winter tires,0,0,1,Moderate,15.8,0,1,62.0,-1.0,
Volkswagen,Golf,e-Golf,85,24.12.2017,35185,91.0,3.72,Electricity,Winter tires,0,1,1,Moderate,14.8,0,1,69.0,-2.0,
Volkswagen,Golf,e-Golf,85,24.12.2017,35094,8.0,1.6,Electricity,Winter tires,0,0,1,Moderate,18.0,0,1,55.0,1.1999999999999993,
Volkswagen,Golf,e-Golf,85,24.12.2017,35086,32.0,16.34,Electricity,Winter tires,0,0,1,Moderate,18.4,0,1,72.0,1.5999999999999979,
Volkswagen,Golf,e-Golf,85,24.12.2017,35054,92.0,7.44,Electricity,Winter tires,0,1,1,Moderate,16.9,0,1,69.0,0.09999999999999787,
Volkswagen,Golf,e-Golf,85,24.12.2017,34962,81.0,14.5,Electricity,Winter tires,0,0,1,Moderate,16.5,0,1,64.0,-0.3000000000000007,
Volkswagen,Golf,e-Golf,85,23.12.2017,34881,35.0,5.2,Electricity,Winter tires,0,0,1,Moderate,16.2,0,1,54.0,-0.6000000000000014,
Volkswagen,Golf,e-Golf,85,23.12.2017,34846,3.0,1.67,Electricity,Winter tires,1,0,0,Moderate,21.7,0,1,19.0,4.899999999999999,
